PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P02018,Karapakkam,552,2011,24-12-2011,49,1,1,2,Adj Land,Yes,25-12-2004,2004,Others,ELO,Paved,C,2.2,2.3,4.6,3.19,210170,84068,5254250,6914234.551,7,1.04,1.315931779
P03231,Chrompet,925,2011,30-04-2011,50,1,1,3,Normal Sale,Yes,09-05-1975,1975,Others,NoSewer ,No Access,RL,3.8,4,4.7,4.15,266081,77249,8583250,35225079.09,36,1.04,4.103932554
P01220,Anna Nagar,1822,2012,18-10-2012,122,2,1,5,Adj Land,Yes,27-10-1976,1976,House,NoSewer ,Gravel,RM,3.4,4,4.3,3.91,382908,147272,14727220,60439517.59,36,1.04,4.103932554
P06051,T Nagar,1781,2009,02-11-2009,190,1,1,4,Adj Land,Yes,04-11-2000,2000,Commercial,AllPub,No Access,RH,4.2,2.1,3.9,3.54,608669,284046,20288980,28877544.9,9,1.04,1.423311812
P02429,KK Nagar,1736,2011,06-10-2011,188,2,1,4,Partial,Yes,09-10-1996,1996,House,NoSewer ,Gravel,RL,2.1,2.6,3.5,2.81,414262,116843,10622100,19129802.01,15,1.04,1.800943506
P04041,Chrompet,1217,2010,18-11-2010,123,2,1,4,Partial,Yes,25-11-1980,1980,House,NoSewer ,Gravel,RM,4.3,3.9,4.8,4.29,300107,139335,10718100,34763058.85,30,1.04,3.24339751
P08344,Velachery,1601,2008,06-02-2008,36,2,1,4,Partial,Yes,15-02-1971,1971,Commercial,NoSewer ,Paved,I,2,2.5,3.8,2.77,403834,260538,13026890,55599937.07,37,1.04,4.268089856
P03521,Karapakkam,1201,2011,10-03-2011,34,1,1,3,Normal Sale,Yes,15-03-1989,1989,Commercial,AllPub,Paved,C,2.3,4.7,2.8,3.22,342198,133077,9505500,22527263.07,22,1.04,2.369918792
P05961,Adyar,1023,2009,20-11-2009,67,1,1,3,Adj Land,Yes,28-11-1978,1978,Others,NoSewer ,Paved,I,3,2.9,2.3,2.63,270380,9013,9012665,30400921.43,31,1.04,3.37313341
P06195,KK Nagar,1900,2009,07-10-2009,87,3,2,5,Partial,Yes,13-10-1984,1984,Commercial,NoSewer ,Paved,RM,2.7,4,2.2,2.89,772422,394428,16434500,43811687.19,25,1.04,2.665836331
P02085,Chrompet,807,2011,13-12-2011,59,1,1,3,Normal Sale,Yes,18-12-1989,1989,Others,NoSewer ,Paved,RM,2,4,3.5,3.25,251912,46650,9330090,22111555.62,22,1.04,2.369918792
P07857,T Nagar,1653,2008,10-07-2008,164,1,1,4,Family,Yes,18-07-1976,1976,Commercial,ELO,No Access,RM,2,2.9,2.1,2.27,589079,304041,19002540,66662026.66,32,1.04,3.508058747
P06048,KK Nagar,1452,2009,03-11-2009,90,2,1,4,Ab Normal,Yes,06-11-1997,1997,Others,AllPub,Paved,RL,2.2,3.5,2.1,2.55,435863,93399,10377680,16615000.03,12,1.04,1.601032219
P08943,Adyar,734,2007,10-06-2007,131,1,1,2,Adj Land,Yes,19-06-1971,1971,Commercial,AllPub,Gravel,C,3.6,2.5,4,3.58,398500,20436,10217940,41933736.6,36,1.04,4.103932554
P00294,T Nagar,1504,2014,19-07-2014,146,1,1,4,Partial,Yes,25-07-1990,1990,Commercial,ELO,No Access,RH,2.9,2.5,4.2,3.385,414886,282122,16595430,42539134.84,24,1.04,2.563304165
P02503,Anna Nagar,1979,2011,22-09-2011,80,2,1,5,Family,Yes,30-09-1976,1976,House,ELO,No Access,RL,4.2,3.4,3.4,3.68,401521,220189,12952300,51110928.48,35,1.04,3.946088994
P02647,Karapakkam,1105,2011,27-08-2011,137,1,1,3,Adj Land,Yes,07-09-1966,1966,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,277039,98304,8936750,52201126.77,45,1.04,5.841175681
P08306,Anna Nagar,1712,2008,21-02-2008,51,1,1,4,Ab Normal,Yes,27-02-1983,1983,Others,NoSewer ,No Access,RH,3.6,2.9,2.5,2.985,312470,62494,12498810,33319781.8,25,1.04,2.665836331
P03953,Karapakkam,701,2010,05-12-2010,82,1,1,2,Partial,Yes,07-12-2002,2002,House,NoSewer ,No Access,A,4.1,4.8,2.8,3.79,140064,60568,3785500,5180718.14,8,1.04,1.36856905
P02206,Karapakkam,1418,2011,15-11-2011,175,2,2,4,Normal Sale,Yes,25-11-1971,1971,Others,NoSewer ,No Access,C,2.3,3.6,4.8,3.69,314676,72113,6555750,31474290.98,40,1.04,4.801020628
P00677,Chrompet,1061,2013,23-10-2013,147,1,1,3,Normal Sale,Yes,02-11-1975,1975,House,NoSewer ,Gravel,RM,2.4,3.9,3.1,3.21,274247,152360,10157300,45086359.86,38,1.04,4.43881345
P06992,KK Nagar,1868,2009,30-03-2009,26,3,2,5,Ab Normal,Yes,06-04-1980,1980,Others,AllPub,Gravel,RL,2.4,4.6,2.1,2.94,505829,192697,12043540,37559603.51,29,1.04,3.118651452
P02996,Anna Nagar,1916,2011,17-06-2011,15,2,1,5,Normal Sale,Yes,19-06-2003,2003,Commercial,AllPub,Gravel,RM,4.3,2.9,2.5,3.23,936314,444749,23407860,32035272.73,8,1.04,1.36856905
P01693,Karapakkam,1568,2012,25-02-2012,142,2,2,4,Family,Yes,08-03-1966,1966,House,ELO,Gravel,I,3.7,2.7,2.6,2.96,382911,62516,7814500,47471702.06,46,1.04,6.074822709
P08619,Adyar,1210,2007,20-10-2007,95,2,2,4,Adj Land,Yes,22-10-1997,1997,Others,NoSewer ,Paved,RH,2.9,4.8,3.9,3.78,426624,67362,11226950,16618628.57,10,1.04,1.480244285
P08536,Adyar,822,2007,16-11-2007,30,1,1,3,Ab Normal,Yes,25-11-1968,1968,House,NoSewer ,Gravel,RM,2.9,4.9,3.3,3.5,368162,48442,9688485,44725592.63,39,1.04,4.616365988
P07000,T Nagar,1735,2009,28-03-2009,116,1,1,4,Adj Land,Yes,05-04-1979,1979,Commercial,NoSewer ,Gravel,RM,2.9,3.8,4.6,3.89,783738,283017,21770500,70610385.49,30,1.04,3.24339751
P02881,Chrompet,745,2011,06-07-2011,182,1,1,2,Ab Normal,Yes,11-07-1989,1989,House,AllPub,Paved,RH,4.5,4.9,3.4,4.33,205700,38093,7618500,18055226.31,22,1.04,2.369918792
P01339,T Nagar,1979,2012,27-07-2012,61,2,1,5,Ab Normal,Yes,29-07-2004,2004,Commercial,NoSewer ,Paved,RL,3.2,4.9,4.1,4.03,681782,227261,22726060,31102182.35,8,1.04,1.36856905
P00668,T Nagar,1641,2013,29-10-2013,163,1,1,4,Normal Sale,Yes,09-11-1968,1968,Others,NoSewer ,Paved,RL,2.3,4.4,2.7,3.005,410920,79533,13255480,77427587.42,45,1.04,5.841175681
P07767,Chrompet,706,2008,09-08-2008,53,1,1,2,Ab Normal,Yes,19-08-1970,1970,Others,NoSewer ,Paved,RH,2.1,2.7,2.9,2.58,207922,114716,7169720,31825049.57,38,1.04,4.43881345
P08528,Anna Nagar,1849,2007,20-11-2007,144,2,1,5,Normal Sale,Yes,23-11-1993,1993,Commercial,AllPub,Paved,RH,4,4.6,4.5,4.35,823071,379879,21104380,36545957.79,14,1.04,1.731676448
P02676,Anna Nagar,1979,2011,20-08-2011,171,2,1,5,Partial,Yes,24-08-1995,1995,Others,AllPub,Paved,RH,3.1,3.2,4.2,3.565,425054,190542,14657040,27452361.04,16,1.04,1.872981246
P03951,KK Nagar,1639,2010,06-12-2010,154,2,1,4,Adj Land,Yes,11-12-1989,1989,Others,NoSewer ,Paved,RL,3.8,4.5,4.4,4.25,454977,99873,11097000,25287489.26,21,1.04,2.278768069
P04246,Karapakkam,796,2010,07-10-2010,20,1,1,2,Partial,Yes,16-10-1972,1972,Others,ELO,Gravel,A,2.1,4,3,3.03,177156,110124,4788000,21253038.8,38,1.04,4.43881345
P00916,Chrompet,794,2013,03-05-2013,190,1,1,2,Adj Land,Yes,09-05-1988,1988,House,AllPub,No Access,RM,3.6,2.4,2,2.64,222252,42741,8548150,22787968.84,25,1.04,2.665836331
P02769,Adyar,748,2011,02-08-2011,116,1,1,2,Partial,Yes,03-08-2006,2006,Others,AllPub,Paved,C,2.7,3,4.7,3.76,229599,78925,7174975,8729454.158,5,1.04,1.216652902
P02573,Adyar,838,2011,09-09-2011,35,1,1,3,Normal Sale,Yes,11-09-2002,2002,Others,NoSewer ,No Access,RH,3.5,3.6,4.3,3.92,325495,100152,8346035,11879010.2,9,1.04,1.423311812
P03594,KK Nagar,2459,2011,20-02-2011,186,4,2,6,Ab Normal,Yes,27-02-1983,1983,House,NoSewer ,Paved,RH,2.4,3.1,3.7,3.13,363220,222618,11716760,35135087.1,28,1.04,2.998703319
P04407,Karapakkam,1358,2010,07-09-2010,2,2,2,4,Normal Sale,Yes,17-09-1970,1970,House,NoSewer ,Gravel,C,4.4,3.7,2.8,3.55,342240,171120,7130000,34231277.08,40,1.04,4.801020628
P08877,Adyar,973,2007,12-07-2007,15,1,1,3,Family,Yes,20-07-1972,1972,Commercial,NoSewer ,Gravel,A,3.9,4.2,2.8,3.41,329374,164687,10979125,43324604.33,35,1.04,3.946088994
P00897,Anna Nagar,1995,2013,15-05-2013,121,2,1,5,Family,Yes,21-05-1991,1991,Others,NoSewer ,No Access,RH,5,2.9,2.2,3.355,543010,167080,13923340,32997185.11,22,1.04,2.369918792
P01417,Adyar,685,2012,20-05-2012,39,1,1,2,Normal Sale,Yes,23-05-2003,2003,Others,AllPub,Gravel,A,4.1,2.5,3,3.23,237331,13961,6980335,9935193.26,9,1.04,1.423311812
P02530,Karapakkam,1012,2011,16-09-2011,139,1,1,3,Ab Normal,Yes,24-09-1976,1976,Others,ELO,Gravel,I,4.2,3,2.5,3.16,216589,160695,6986750,27570337.28,35,1.04,3.946088994
P06705,Chrompet,1198,2009,19-06-2009,41,1,1,3,Ab Normal,Yes,20-06-2005,2005,Commercial,ELO,No Access,RL,3.6,2.3,2.8,2.84,402862,180593,13891800,16251441.14,4,1.04,1.16985856
P04520,Karapakkam,1152,2010,14-08-2010,78,1,1,3,Normal Sale,Yes,24-08-1968,1968,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,291663,152172,6340500,32924846.39,42,1.04,5.192783911
P06486,T Nagar,1869,2009,09-08-2009,143,2,1,5,Ab Normal,Yes,19-08-1970,1970,Commercial,NoSewer ,No Access,RM,3.6,2.5,3.6,3.325,851325,191548,21283130,98250717.46,39,1.04,4.616365988
P01491,Chrompet,773,2012,02-04-2012,184,1,1,2,Ab Normal,Yes,04-04-2006,2006,House,NoSewer ,Paved,RM,3,2.2,2.3,2.47,264747,61774,8824900,11166313.81,6,1.04,1.265319018
P00195,Anna Nagar,1764,2014,05-10-2014,143,1,1,4,Normal Sale,Yes,11-10-1988,1988,Commercial,NoSewer ,Paved,RL,2.5,4.5,3.5,3.4,650532,223620,20329120,56361870.95,26,1.04,2.772469785
P09221,Adyar,653,2007,20-02-2007,119,1,1,2,Family,Yes,23-02-1993,1993,House,NoSewer ,Gravel,A,3.4,3.6,3,3.24,224183,48472,6059010,10492244.91,14,1.04,1.731676448
P03314,Anna Nagar,1700,2011,15-04-2011,120,1,1,4,Adj Land,Yes,25-04-1968,1968,Commercial,NoSewer ,Paved,RH,2.3,2.8,3.4,2.865,669375,133875,19125010,103284526,43,1.04,5.400495268
P09696,Velachery,1505,2006,08-02-2006,22,2,1,4,Family,Yes,19-02-1962,1962,Commercial,NoSewer ,Gravel,A,4.1,4.3,3.7,4.07,435225,157165,12089580,67901308.36,44,1.04,5.616515078
P02916,Karapakkam,1589,2011,29-06-2011,158,2,2,4,Family,Yes,05-07-1987,1987,Others,NoSewer ,No Access,C,3.7,4.7,3.5,3.92,239922,174489,7270375,18636182.52,24,1.04,2.563304165
P09500,Chrompet,963,2006,07-11-2006,64,1,1,3,Partial,Yes,08-11-2002,2002,Commercial,ELO,Paved,RL,3,4.4,2.7,3.47,338332,100246,12530800,14659263.64,4,1.04,1.16985856
P05365,KK Nagar,1724,2010,10-03-2010,64,2,1,4,Adj Land,Yes,17-03-1980,1980,House,NoSewer ,Paved,RH,4,2.7,3.2,3.29,361668,205271,9774800,31703561.98,30,1.04,3.24339751
P02772,Adyar,731,2011,31-07-2011,191,1,1,2,Adj Land,Yes,05-08-1988,1988,House,NoSewer ,No Access,RL,3.5,2.2,4.4,3.69,263853,103942,7995545,19706744.04,23,1.04,2.464715543
P00184,Chrompet,1239,2014,13-10-2014,143,2,1,4,Adj Land,Yes,20-10-1984,1984,Others,NoSewer ,No Access,RL,2,3.2,3,2.78,341059,93016,10335130,33520934.91,30,1.04,3.24339751
P02380,Karapakkam,508,2011,15-10-2011,108,1,1,2,Family,Yes,25-10-1969,1969,House,NoSewer ,Gravel,A,2.7,5,2.8,3.43,122280,86779,3944500,20482936.14,42,1.04,5.192783911
P03823,KK Nagar,2470,2011,06-01-2011,197,4,2,6,Normal Sale,Yes,10-01-1993,1993,Commercial,AllPub,Paved,RL,3.7,3.7,2.9,3.38,612354,316054,19753360,40016682.92,18,1.04,2.025816515
P08199,Adyar,1170,2008,25-03-2008,73,1,1,3,Adj Land,Yes,31-03-1986,1986,Commercial,NoSewer ,Paved,I,2.5,3.9,4,3.53,459585,69634,13926830,33005456.12,22,1.04,2.369918792
P03373,Anna Nagar,1897,2011,07-04-2011,112,2,1,5,Ab Normal,Yes,17-04-1968,1968,House,NoSewer ,No Access,RH,4.5,3.8,3.9,4.085,423031,84606,12086610,65273680.11,43,1.04,5.400495268
P05707,KK Nagar,1858,2010,08-01-2010,73,3,2,5,Partial,Yes,15-01-1981,1981,House,NoSewer ,Gravel,RM,4.9,3.9,4.2,4.32,377651,171660,11443980,35689784.84,29,1.04,3.118651452
P07434,Adyar,1134,2008,09-11-2008,133,1,1,3,Partial,Yes,13-11-1993,1993,House,NoSewer ,Paved,RL,2.6,2.2,2.5,2.47,338990,106540,9685425,17442903.25,15,1.04,1.800943506
P07455,T Nagar,1630,2008,04-11-2008,186,1,1,4,Family,Yes,12-11-1976,1976,House,NoSewer ,Gravel,RH,4.2,4.2,4.9,4.515,375760,169698,12121290,42522197.41,32,1.04,3.508058747
P06649,Chrompet,1209,2009,05-07-2009,25,2,1,4,Ab Normal,Yes,15-07-1971,1971,Others,ELO,No Access,RH,2.4,4.7,5,4.1,226521,99669,9060830,40219334.08,38,1.04,4.43881345
P03052,Karapakkam,1366,2011,05-06-2011,168,2,2,4,Family,Yes,07-06-2000,2000,House,NoSewer ,No Access,RH,2.7,3.7,4.7,3.8,245192,61298,7662250,11795681.84,11,1.04,1.539454056
P08716,T Nagar,1727,2007,12-09-2007,30,1,1,4,Partial,Yes,18-09-1981,1981,Commercial,NoSewer ,Gravel,RH,3.6,2.7,3.3,3.24,669722,315164,19697720,54611333.53,26,1.04,2.772469785
P07093,T Nagar,1954,2009,28-02-2009,154,2,1,5,Adj Land,Yes,06-03-1985,1985,House,NoSewer ,Paved,RM,3.5,2.5,2.5,2.8,446558,253050,14885280,38155500.22,24,1.04,2.563304165
P07729,Adyar,1022,2008,18-08-2008,195,1,1,3,Normal Sale,Yes,23-08-1991,1991,Commercial,NoSewer ,Paved,A,3.6,2.2,4.9,3.97,440492,101652,11294655,22000864.07,17,1.04,1.947900496
P02894,Anna Nagar,1915,2011,04-07-2011,75,2,1,5,Family,Yes,10-07-1984,1984,House,ELO,No Access,RM,4,3.7,5,4.325,500658,135313,13531290,39015696.38,27,1.04,2.883368576
P00700,Chrompet,993,2013,08-10-2013,89,1,1,3,Adj Land,Yes,12-10-1996,1996,House,NoSewer ,Paved,RM,4.4,4.9,3.1,4.21,264923,122272,10189350,19847839.91,17,1.04,1.947900496
P05202,Velachery,1972,2010,11-04-2010,162,3,2,5,Normal Sale,Yes,17-04-1984,1984,House,NoSewer ,No Access,RL,4.2,2.3,3.4,3.11,318332,106111,10611070,29418870.96,26,1.04,2.772469785
P07790,KK Nagar,2366,2008,02-08-2008,81,4,2,6,Ab Normal,Yes,10-08-1979,1979,House,NoSewer ,Paved,RM,2,4.3,3,3.09,472245,319085,12763380,39804533.57,29,1.04,3.118651452
P09816,Velachery,1509,2005,16-05-2005,60,2,1,4,Adj Land,Yes,21-05-1985,1985,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,288877,83867,9318600,20418200.12,20,1.04,2.191123143
P06745,KK Nagar,2001,2009,07-06-2009,181,3,2,5,Family,Yes,08-06-2004,2004,Commercial,NoSewer ,Paved,RL,2.5,3.1,3.6,3.12,825243,303151,16841700,20490503.19,5,1.04,1.216652902
P08388,Velachery,1735,2008,18-01-2008,159,2,1,4,Family,Yes,28-01-1967,1967,House,AllPub,Paved,RH,2.4,4.8,2.2,3.42,374128,163081,9593020,47898538.38,41,1.04,4.993061453
P06922,Chrompet,730,2009,17-04-2009,142,1,1,2,Adj Land,Yes,27-04-1969,1969,Commercial,NoSewer ,Gravel,RH,3.5,4.7,4,4.13,310480,107062,10706200,51400687.05,40,1.04,4.801020628
P04797,Velachery,1899,2010,29-06-2010,34,3,2,5,Ab Normal,Yes,11-07-1962,1962,Others,NoSewer ,Gravel,RM,3.3,3.1,4.3,3.51,473123,161858,12450610,81807084.63,48,1.04,6.570528242
P01191,Chrompet,1212,2012,06-11-2012,65,2,1,4,Partial,Yes,15-11-1979,1979,Others,AllPub,Gravel,RL,5,4.5,4.6,4.68,274880,54976,10995190,40114643.35,33,1.04,3.648381097
P03441,KK Nagar,2172,2011,26-03-2011,134,3,2,5,Family,Yes,30-03-1994,1994,Others,NoSewer ,Paved,RM,3.7,3.1,3.2,3.32,455951,104217,13027180,25375650.38,17,1.04,1.947900496
P07707,KK Nagar,2451,2008,28-08-2008,74,4,2,6,Ab Normal,Yes,31-08-1998,1998,Commercial,AllPub,Paved,RL,3.4,3.3,4.4,3.77,614042,237694,19807800,29320382.75,10,1.04,1.480244285
P04211,KK Nagar,2084,2010,16-10-2010,24,3,2,5,Partial,Yes,23-10-1983,1983,Commercial,AllPub,Gravel,RM,2.9,5,2.6,3.41,760155,144792,18098940,52185914.86,27,1.04,2.883368576
P05283,Adyar,936,2010,25-03-2010,110,1,1,3,Partial,Yes,28-03-1998,1998,Others,AllPub,Gravel,C,4.5,4.9,2.1,3.38,305560,118829,8487780,13589209.24,12,1.04,1.601032219
P08676,Anna Nagar,1533,2007,25-09-2007,70,1,1,4,Adj Land,Yes,02-10-1978,1978,Others,NoSewer ,Gravel,RM,4.2,4.7,4.5,4.445,422267,87366,14560920,45410434.3,29,1.04,3.118651452
P00357,Chrompet,856,2014,09-06-2014,83,1,1,3,Adj Land,Yes,15-06-1989,1989,Others,NoSewer ,Paved,RH,3.3,3.5,2,2.99,264761,85407,8540670,22768028.38,25,1.04,2.665836331
P09297,Chrompet,1276,2007,27-01-2007,98,2,1,4,Ab Normal,Yes,04-02-1973,1973,Others,NoSewer ,No Access,RH,4.2,4.1,4.4,4.22,250006,28847,9615620,36484704.09,34,1.04,3.794316341
P01250,Chrompet,1159,2012,27-09-2012,106,1,1,3,Normal Sale,Yes,06-10-1979,1979,Others,AllPub,No Access,RH,2.9,3.9,2,3.03,298702,72413,9051580,33023613.37,33,1.04,3.648381097
P05112,Karapakkam,849,2010,28-04-2010,198,1,1,2,Family,Yes,09-05-1967,1967,Commercial,NoSewer ,Paved,RM,4.8,2.1,3.3,3.39,416559,179878,9467250,51127838.82,43,1.04,5.400495268
P04194,Velachery,1928,2010,19-10-2010,186,3,2,5,Ab Normal,Yes,23-10-1994,1994,Commercial,NoSewer ,No Access,C,3.8,3.8,4.7,4.07,484639,176232,14686020,27506640.03,16,1.04,1.872981246
P09762,Velachery,1648,2005,05-09-2005,85,2,1,4,Ab Normal,Yes,08-09-1992,1992,Others,NoSewer ,No Access,A,4.9,3.4,3.2,3.72,321926,156836,8254510,13744365.92,13,1.04,1.665073507
P07579,Chrompet,715,2008,28-09-2008,39,1,1,2,Normal Sale,Yes,05-10-1981,1981,House,NoSewer ,No Access,RL,3,4.5,4.1,3.93,219008,109504,7300250,21049311.45,27,1.04,2.883368576
P00970,Chrompet,964,2013,28-03-2013,52,1,1,3,Family,Yes,07-04-1973,1973,Others,NoSewer ,Paved,RL,4.9,3.8,4,4.19,271568,135784,9052280,43460183.01,40,1.04,4.801020628
P06543,Adyar,951,2009,27-07-2009,118,1,1,3,Normal Sale,Yes,31-07-1994,1994,Others,NoSewer ,No Access,RL,5,3,3.3,3.75,355863,18730,9364825,16865520.76,15,1.04,1.800943506
P02724,Karapakkam,835,2011,10-08-2011,79,1,1,2,Normal Sale,Yes,19-08-1973,1973,Others,NoSewer ,Paved,RH,3.4,2.7,3.1,3.07,206532,116174,6454125,28648656.86,38,1.04,4.43881345
P03050,Anna Nagar,1548,2011,06-06-2011,123,1,1,4,Family,Yes,14-06-1976,1976,Others,NoSewer ,Paved,RH,3.4,5,4.6,4.28,351171,205859,12109340,47784533.3,35,1.04,3.946088994
P06376,Chrompet,827,2009,03-09-2009,176,1,1,3,Adj Land,Yes,07-09-1992,1992,House,ELO,Paved,RL,3.4,2.6,5,3.56,278450,147926,8701550,16949753.56,17,1.04,1.947900496
P07054,KK Nagar,1834,2009,09-03-2009,70,3,2,5,Adj Land,Yes,16-03-1983,1983,House,NoSewer ,Paved,RL,2.9,3.5,3.9,3.48,479280,217854,10892720,30199737.07,26,1.04,2.772469785
P08972,Velachery,1973,2007,29-05-2007,63,3,2,5,Normal Sale,Yes,06-06-1974,1974,Commercial,NoSewer ,Gravel,RM,3.3,3.1,4.6,3.6,636288,127258,18179660,66326327.89,33,1.04,3.648381097
P05890,T Nagar,1851,2009,04-12-2009,69,2,1,5,Partial,Yes,06-12-2001,2001,Commercial,ELO,Gravel,RL,2.6,3.1,4.3,3.49,779777,303246,21660460,29643835.17,8,1.04,1.36856905
P02901,Karapakkam,1519,2011,02-07-2011,24,2,2,4,Partial,Yes,08-07-1987,1987,Commercial,NoSewer ,No Access,RL,4.7,5,3.2,4.19,544320,145152,12096000,31005727.18,24,1.04,2.563304165
P03903,Karapakkam,721,2010,17-12-2010,47,1,1,2,Normal Sale,Yes,24-12-1980,1980,Others,NoSewer ,Paved,I,3.9,2.8,3.6,3.45,279808,142759,5710375,18521016.06,30,1.04,3.24339751
P03008,Karapakkam,588,2011,15-06-2011,58,1,1,2,Normal Sale,Yes,19-06-1994,1994,House,AllPub,Gravel,I,4.9,2.3,4.6,4,204262,74277,6189750,12057017.09,17,1.04,1.947900496
P00515,Chrompet,955,2014,09-02-2014,39,1,1,3,Ab Normal,Yes,15-02-1991,1991,House,NoSewer ,Paved,RH,2,2.3,2.6,2.3,265955,112830,8059250,19863758.74,23,1.04,2.464715543
P03174,Karapakkam,817,2011,12-05-2011,28,1,1,2,Adj Land,Yes,15-05-1999,1999,Commercial,NoSewer ,No Access,RH,4.9,3.2,4.1,4.07,378405,75681,8409000,13463079.93,12,1.04,1.601032219
P09220,Adyar,1036,2007,20-02-2007,115,1,1,3,Ab Normal,Yes,25-02-1986,1986,Others,NoSewer ,Paved,RL,2.1,2.7,4.7,3.52,306996,71633,10233215,23319123.58,21,1.04,2.278768069
P07560,Velachery,1682,2008,03-10-2008,62,2,1,4,Ab Normal,Yes,15-10-1960,1960,House,NoSewer ,Gravel,I,4,4.3,3.6,4.02,278508,157821,9283610,60998221.69,48,1.04,6.570528242
P09350,Adyar,628,2007,08-01-2007,121,1,1,2,Ab Normal,Yes,12-01-1991,1991,Others,ELO,No Access,RL,2.8,2.5,3.7,3.19,281331,45621,7603540,14241287.82,16,1.04,1.872981246
P07658,Chrompet,941,2008,10-09-2008,55,1,1,3,Ab Normal,Yes,18-09-1979,1979,Commercial,NoSewer ,No Access,RM,3.7,3.1,2.6,3.13,307584,36910,12303350,38369860.34,29,1.04,3.118651452
P03295,Karapakkam,647,2011,18-04-2011,10,1,1,2,Adj Land,Yes,27-04-1974,1974,House,AllPub,Gravel,A,3.1,2.2,3.6,3.03,198850,104396,4971250,21217741.7,37,1.04,4.268089856
P09201,Chrompet,838,2007,27-02-2007,136,1,1,3,Family,Yes,06-03-1976,1976,House,ELO,Paved,RM,3.3,4.9,2.3,3.64,278056,121650,8689250,29309999.49,31,1.04,3.37313341
P05858,Karapakkam,849,2009,09-12-2009,40,1,1,2,Adj Land,Yes,17-12-1978,1978,House,ELO,Gravel,I,3.2,2.1,2.9,2.75,213106,58120,6457750,21782852.28,31,1.04,3.37313341
P07805,Adyar,1048,2008,28-07-2008,165,1,1,3,Family,Yes,01-08-1993,1993,House,ELO,No Access,RM,3,4.8,3,3.36,295471,123907,9531325,17165377.86,15,1.04,1.800943506
P02166,KK Nagar,2383,2011,26-11-2011,181,4,2,6,Adj Land,Yes,27-11-2006,2006,Commercial,NoSewer ,Paved,RL,2.6,2.2,2.9,2.6,942859,294644,19642900,23898591.3,5,1.04,1.216652902
P02989,Karapakkam,752,2011,17-06-2011,132,1,1,2,Family,Yes,29-06-1963,1963,House,NoSewer ,Gravel,I,4.9,3.1,4.8,4.32,200690,131882,5734000,37675408.94,48,1.04,6.570528242
P00078,Chrompet,979,2014,25-12-2014,21,1,1,3,Adj Land,Yes,03-01-1979,1979,Others,AllPub,Gravel,RL,2.1,2.5,2.7,2.44,254336,61041,10173430,40145260.16,35,1.04,3.946088994
P04823,Karapakkam,714,2010,24-06-2010,71,1,1,2,Family,Yes,28-06-1993,1993,Others,ELO,No Access,RH,2.2,4.4,2.7,3.06,286825,80311,5736500,11174131.19,17,1.04,1.947900496
P09321,Velachery,1505,2007,17-01-2007,96,2,1,4,Partial,Yes,19-01-1997,1997,Commercial,ELO,No Access,I,3.1,4.6,3.2,3.81,445275,98950,12368750,18308771.5,10,1.04,1.480244285
P09908,Velachery,1578,2004,01-11-2004,193,2,1,4,Adj Land,Yes,11-11-1965,1965,Commercial,ELO,Paved,RH,4.1,3,3.2,3.34,561985,182645,14049630,64858234.08,39,1.04,4.616365988
P08061,Anna Nagar,1898,2008,06-05-2008,58,2,1,5,Ab Normal,Yes,08-05-2002,2002,Others,ELO,Gravel,RM,3.2,4.2,4,3.77,649726,81216,16243160,20552779.27,6,1.04,1.265319018
P00128,Anna Nagar,1572,2014,23-11-2014,113,1,1,4,Normal Sale,Yes,01-12-1980,1980,House,NoSewer ,No Access,RL,3.8,3.4,5,4.18,309093,206062,11447880,43436878.15,34,1.04,3.794316341
P05358,T Nagar,1910,2010,11-03-2010,73,2,1,5,Ab Normal,Yes,21-03-1969,1969,Others,AllPub,Gravel,RL,3.3,5,3,3.59,615881,138573,15397020,76878267.05,41,1.04,4.993061453
P06107,Velachery,1782,2009,22-10-2009,193,2,1,4,Partial,Yes,27-10-1989,1989,House,NoSewer ,Gravel,RL,5,3.7,2.9,3.79,347256,75962,10851750,23777520.57,20,1.04,2.191123143
P08609,T Nagar,1904,2007,24-10-2007,57,2,1,5,Adj Land,Yes,03-11-1965,1965,House,NoSewer ,Gravel,RM,3.6,2.7,4.8,3.915,553383,239301,14956290,77664782.08,42,1.04,5.192783911
P02765,KK Nagar,2386,2011,03-08-2011,165,4,2,6,Normal Sale,Yes,05-08-2003,2003,Commercial,AllPub,Paved,RL,4.9,2.4,3.1,3.43,740155,350600,19477760,26656659.51,8,1.04,1.36856905
P05024,Karapakkam,1282,2010,15-05-2010,17,1,1,3,Adj Land,Yes,27-05-1961,1961,House,NoSewer ,Paved,A,4.1,3.6,2.9,3.47,267433,75579,5813750,39727384.91,49,1.04,6.833349371
